subsampling,Acc,clusters,method
geo,0.7373684210526316,50,2
hop,0.7394736842105263,50,2
iid,0.8742105263157894,50,2
kh,0.8536842105263158,50,2
geo,0.658421052631579,15,2
hop,0.6784210526315789,15,2
iid,0.8121052631578948,15,2
kh,0.7805263157894737,15,2
geo,0.5636842105263158,30,2
hop,0.8010526315789473,30,2
iid,0.8536842105263158,30,2
kh,0.791578947368421,30,2
geo,0.7189473684210526,50,2
hop,0.8210526315789475,50,2
iid,0.8542105263157895,50,2
kh,0.8847368421052633,50,2
geo,0.6357894736842106,15,2
hop,0.6668421052631579,15,2
iid,0.791578947368421,15,2
kh,0.8231578947368421,15,2
geo,0.6368421052631579,30,2
hop,0.761578947368421,30,2
iid,0.7405263157894737,30,2
kh,0.8657894736842104,30,2
geo,0.7284210526315789,50,2
hop,0.8652631578947367,50,2
iid,0.8757894736842106,50,2
kh,0.8763157894736843,50,2
geo,0.6352631578947368,15,2
hop,0.6968421052631578,15,2
iid,0.8652631578947367,15,2
kh,0.7936842105263158,15,2
geo,0.6678947368421053,30,2
hop,0.8231578947368421,30,2
iid,0.9273684210526316,30,2
kh,0.8652631578947367,30,2
geo,0.71,50,2
hop,0.801578947368421,50,2
iid,0.811578947368421,50,2
kh,0.8847368421052633,50,2
geo,0.5710526315789474,15,2
hop,0.7289473684210526,15,2
iid,0.75,15,2
kh,0.8126315789473685,15,2
geo,0.6778947368421052,30,2
hop,0.8236842105263158,30,2
iid,0.8026315789473685,30,2
kh,0.8647368421052631,30,2
geo,0.76,50,2
hop,0.8136842105263158,50,2
iid,0.843157894736842,50,2
kh,0.875263157894737,50,2
geo,0.6142105263157894,15,2
hop,0.7510526315789473,15,2
iid,0.7810526315789474,15,2
kh,0.7810526315789474,15,2
geo,0.6563157894736842,30,2
hop,0.8426315789473684,30,2
iid,0.8021052631578947,30,2
kh,0.8742105263157894,30,2
geo,0.77,50,2
hop,0.8131578947368421,50,2
iid,0.8336842105263157,50,2
kh,0.8331578947368421,50,2
geo,0.47894736842105257,15,2
hop,0.73,15,2
iid,0.708421052631579,15,2
kh,0.718421052631579,15,2
geo,0.6657894736842105,30,2
hop,0.8121052631578948,30,2
iid,0.7068421052631579,30,2
kh,0.79,30,2
geo,0.781578947368421,50,2
hop,0.8852631578947369,50,2
iid,0.7910526315789473,50,2
kh,0.8536842105263158,50,2
geo,0.551578947368421,15,2
hop,0.7836842105263158,15,2
iid,0.76,15,2
kh,0.7921052631578946,15,2
geo,0.7078947368421054,30,2
hop,0.7605263157894737,30,2
iid,0.7805263157894736,30,2
kh,0.9263157894736842,30,2
geo,0.74,50,2
hop,0.8742105263157894,50,2
iid,0.8226315789473684,50,2
kh,0.8642105263157894,50,2
geo,0.5321052631578947,15,2
hop,0.6984210526315789,15,2
iid,0.8226315789473684,15,2
kh,0.8326315789473684,15,2
geo,0.7163157894736842,30,2
hop,0.77,30,2
iid,0.791578947368421,30,2
kh,0.875263157894737,30,2
geo,0.7489473684210526,50,2
hop,0.843157894736842,50,2
iid,0.8426315789473684,50,2
kh,0.8436842105263157,50,2
geo,0.6347368421052632,15,2
hop,0.73,15,2
iid,0.7594736842105263,15,2
kh,0.8331578947368421,15,2
geo,0.6657894736842105,30,2
hop,0.7921052631578946,30,2
iid,0.7805263157894736,30,2
kh,0.8105263157894737,30,2
geo,0.6978947368421052,50,2
hop,0.9063157894736842,50,2
iid,0.8652631578947367,50,2
kh,0.8647368421052631,50,2
geo,0.6142105263157894,15,2
hop,0.7489473684210526,15,2
iid,0.7821052631578947,15,2
kh,0.8021052631578947,15,2
geo,0.6884210526315789,30,2
hop,0.8657894736842104,30,2
iid,0.76,30,2
kh,0.7489473684210527,30,2
geo,0.7489473684210527,50,2
hop,0.8547368421052631,50,2
iid,0.8247368421052631,50,2
kh,0.8547368421052631,50,2
geo,0.6673684210526316,15,2
hop,0.7494736842105263,15,2
iid,0.8021052631578947,15,2
kh,0.7710526315789473,15,2
geo,0.5852631578947369,30,2
hop,0.7926315789473684,30,2
iid,0.7821052631578947,30,2
kh,0.8863157894736842,30,2
geo,0.7484210526315789,50,2
hop,0.8442105263157895,50,2
iid,0.8331578947368421,50,2
kh,0.8742105263157894,50,2
geo,0.6042105263157895,15,2
hop,0.6968421052631579,15,2
iid,0.7826315789473683,15,2
kh,0.8126315789473685,15,2
geo,0.6447368421052632,30,2
hop,0.7931578947368421,30,2
iid,0.7710526315789473,30,2
kh,0.8331578947368421,30,2
geo,0.7289473684210527,50,2
hop,0.8957894736842105,50,2
iid,0.7826315789473683,50,2
kh,0.8642105263157894,50,2
geo,0.5736842105263158,15,2
hop,0.7605263157894736,15,2
iid,0.781578947368421,15,2
kh,0.8021052631578947,15,2
geo,0.7073684210526315,30,2
hop,0.8010526315789473,30,2
iid,0.7284210526315789,30,2
kh,0.8231578947368421,30,2
geo,0.6968421052631579,50,2
hop,0.8652631578947367,50,2
iid,0.7710526315789473,50,2
kh,0.8242105263157894,50,2
geo,0.5626315789473685,15,2
hop,0.6452631578947369,15,2
iid,0.7310526315789474,15,2
kh,0.7710526315789473,15,2
geo,0.6473684210526316,30,2
hop,0.7294736842105263,30,2
iid,0.8136842105263158,30,2
kh,0.874736842105263,30,2
geo,0.7,50,2
hop,0.8442105263157895,50,2
iid,0.8326315789473684,50,2
kh,0.9063157894736842,50,2
geo,0.5931578947368421,15,2
hop,0.7715789473684211,15,2
iid,0.7489473684210526,15,2
kh,0.8326315789473684,15,2
geo,0.6668421052631579,30,2
hop,0.8226315789473684,30,2
iid,0.8021052631578947,30,2
kh,0.801578947368421,30,2
geo,0.781578947368421,50,2
hop,0.9273684210526316,50,2
iid,0.8536842105263158,50,2
kh,0.8642105263157894,50,2
geo,0.6031578947368421,15,2
hop,0.7289473684210526,15,2
iid,0.7910526315789473,15,2
kh,0.801578947368421,15,2
geo,0.6768421052631579,30,2
hop,0.7710526315789473,30,2
iid,0.7921052631578946,30,2
kh,0.8331578947368421,30,2
geo,0.751578947368421,50,2
hop,0.8647368421052631,50,2
iid,0.8536842105263158,50,2
kh,0.8231578947368421,50,2
geo,0.5826315789473684,15,2
hop,0.7078947368421054,15,2
iid,0.7605263157894736,15,2
kh,0.8131578947368421,15,2
geo,0.6994736842105264,30,2
hop,0.8331578947368421,30,2
iid,0.7310526315789474,30,2
kh,0.8147368421052631,30,2
geo,0.7189473684210526,50,2
hop,0.8852631578947369,50,2
iid,0.8231578947368421,50,2
kh,0.8757894736842106,50,2
geo,0.571578947368421,15,2
hop,0.7715789473684211,15,2
iid,0.7699999999999999,15,2
kh,0.7810526315789474,15,2
geo,0.6978947368421052,30,2
hop,0.8752631578947367,30,2
iid,0.7526315789473684,30,2
kh,0.8336842105263157,30,2
geo,0.7178947368421053,50,2
hop,0.8647368421052631,50,2
iid,0.8226315789473684,50,2
kh,0.8447368421052632,50,2
geo,0.6142105263157894,15,2
hop,0.6768421052631579,15,2
iid,0.7521052631578947,15,2
kh,0.8342105263157894,15,2
geo,0.6052631578947368,30,2
hop,0.7910526315789473,30,2
iid,0.7699999999999999,30,2
kh,0.8331578947368421,30,2
geo,0.7178947368421053,50,2
hop,0.8752631578947367,50,2
iid,0.8226315789473684,50,2
kh,0.8652631578947367,50,2
geo,0.5926315789473684,15,2
hop,0.7189473684210526,15,2
iid,0.8336842105263159,15,2
kh,0.8226315789473684,15,2
geo,0.6773684210526316,30,2
hop,0.771578947368421,30,2
iid,0.8342105263157894,30,2
kh,0.8252631578947367,30,2
geo,0.7294736842105263,50,2
hop,0.8852631578947369,50,2
iid,0.8226315789473684,50,2
kh,0.8742105263157894,50,2
geo,0.6247368421052631,15,2
hop,0.7389473684210526,15,2
iid,0.8010526315789473,15,2
kh,0.7694736842105263,15,2
geo,0.6647368421052631,30,2
hop,0.6968421052631579,30,2
iid,0.7289473684210527,30,2
kh,0.7289473684210527,30,2
geo,0.7589473684210526,50,2
hop,0.8847368421052633,50,2
iid,0.761578947368421,50,2
kh,0.8652631578947367,50,2
geo,0.5742105263157895,15,2
hop,0.6894736842105262,15,2
iid,0.8331578947368421,15,2
kh,0.8336842105263157,15,2
geo,0.6984210526315789,30,2
hop,0.801578947368421,30,2
iid,0.7384210526315789,30,2
kh,0.8331578947368421,30,2
geo,0.7810526315789474,50,2
hop,0.8852631578947369,50,2
iid,0.8447368421052632,50,2
kh,0.8552631578947368,50,2
geo,0.5515789473684211,15,2
hop,0.7705263157894737,15,2
iid,0.7410526315789474,15,2
kh,0.7705263157894737,15,2
geo,0.6152631578947367,30,2
hop,0.8231578947368421,30,2
iid,0.8536842105263158,30,2
kh,0.8010526315789473,30,2
geo,0.7805263157894736,50,2
hop,0.8752631578947367,50,2
iid,0.8957894736842105,50,2
kh,0.8852631578947369,50,2
